class,parent,classLabel,parentLabel,classDefinition,parentDefinition,classComment,parentComment
http://purl.obolibrary.org/obo/ENVO_00000469,http://purl.obolibrary.org/obo/ENVO_00000070,research facility,human construction,"A facility, permanent or temporary, on land, in air, space or water, where scientific research or measurements can be undertaken.",A construction that has been assembled by deliberate human effort.,,
http://purl.obolibrary.org/obo/ENVO_00000470,http://purl.obolibrary.org/obo/ENVO_00000074,irrigation dam,dam,A dam constructed for the purpose of holding water in a reservoir for irrigation.,A barrier constructed across a watercourse to control the flow or raise the level of water.,,
http://purl.obolibrary.org/obo/ENVO_00000471,http://purl.obolibrary.org/obo/ENVO_00000074,flood control dam,dam,A dam constructed for the purpose of controlling flooding.,A barrier constructed across a watercourse to control the flow or raise the level of water.,,
http://purl.obolibrary.org/obo/ENVO_00000472,http://purl.obolibrary.org/obo/ENVO_00000029,backwater,watercourse,An area of calm water unaffected by the current of a stream.,A flowing body of water.,,
http://purl.obolibrary.org/obo/ENVO_00000473,http://purl.obolibrary.org/obo/ENVO_00000284,gravel pit,quarry,A quarry from which gravel is extracted.,An open-pit mine from which rock or minerals are extracted.,,
http://purl.obolibrary.org/obo/ENVO_00000474,http://purl.obolibrary.org/obo/ENVO_00000002,cut,anthropogenic geographic feature,"An excavation of the Earth's surface to provide passage for a road, railway, canal, etc.",An anthropogenic geographic feature is a geographic feature resulting from the influence of human beings on nature.,,
http://purl.obolibrary.org/obo/ENVO_00000476,http://purl.obolibrary.org/obo/ENVO_00000475,lake inlet,inlet,An opening of a lake into its shore.,"An opening of the sea into the land, or of a lake into its shore.",,
http://purl.obolibrary.org/obo/ENVO_00000481,http://purl.obolibrary.org/obo/ENVO_00000176,pinnacle,elevated landform,"A tall, slender, spire-shaped rock projecting from a level or more gently sloping surface.",A landform elevated above the surrounding area.,,
http://purl.obolibrary.org/obo/ENVO_00000483,http://purl.obolibrary.org/obo/ENVO_00000063,plunge pool,water body,"A hollow eroded by the force of the falling water at the base of a waterfall, particularly by the eddying effect.",An accumulation of water of varying size.,Problematic. Does this refer to the depression or the accumulated water?,"The term body of water most often refers to large accumulations of water, such as oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; Rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
http://purl.obolibrary.org/obo/ENVO_00000483,http://purl.obolibrary.org/obo/ENVO_01001308,plunge pool,hydroform,"A hollow eroded by the force of the falling water at the base of a waterfall, particularly by the eddying effect.",A liquid astronomical body part which is primarily composed of a continuous volume of liquid water and is held in shape or sustained by an environmental process.,Problematic. Does this refer to the depression or the accumulated water?,"Similar, in spirit, to landform."
http://purl.obolibrary.org/obo/ENVO_00000484,http://purl.obolibrary.org/obo/ENVO_01001581,polynya,sea surface layer,A sea surface layer which is 1) not covered by ice and 2) laterally surrounded by either pack ice or land and pack ice.,A surface layer which is part of an ocean or sea.,"A polynya is a Russian term for any non-linear shaped area of open water within the ice pack. Polynyas may contain brash ice and/or be covered with new ice, nilas or young ice; submariners refer to these as skylights.

Sometimes the polynya is limited on one side by the coast and is called a shore polynya or by fast ice and is called a flaw polynya. If it recurs in the same position every year, e.g. off the mouths of big rivers, it is called a recurring polynya. A temporary small clearing in pack ice which consists of small floes and brash in continuous local movement is called an unstable polynya; an opening which is flanked by large floes and therefore appears to be relatively stable is called a stable polynya.

Polynyas range in size from relatively small to enormous. The largest polynya observed in the Antarctic was the Weddell Polynya of 1975-77, covering an area of 2x105km2.

The two main categories of polynya are sensible heat and latent heat, depending on the mechanism responsible for maintaining their presence. Latent heat polynyas are maintained by persistent katabatic winds that drain off the continent. Newly formed ice is advected away by the wind, leaving the surface ice-free and open to more ice formation. In this manner latent heat polynyas can be major sources of new ice production. Coastal polynyas are primarily of this type. Sensible heat polynyas are maintained by upwelling warm water that supplies a sufficiently large oceanic heat flux to the base of the ice to reduce its thickness, or melt it completely. These polynyas are not responsible for large quantities of new ice production. A polynya may also form by a combination of the sensible and latent heat processes.


From the remote sensing/sea ice standpoint a polynya is a hole in the ice that ordinarily wouldn't be there - except that either the wind is creating it by pushing the ice away or there is something under the ice that is warmer than its surroundings and melting the ice that would otherwise be there.","At this level, the depth of this layer is ambiguous. Some methods (telemetry) measure only the first few centimeters of the sea or ocean surface. In situ methods often sample the first few meters. Subclasses can be created for such cases.
Sea surface layer is also used to refer to the surfaces of oceans."
http://purl.obolibrary.org/obo/ENVO_00000484,http://purl.obolibrary.org/obo/ENVO_01001581,polynya,sea surface layer,A sea surface layer which is 1) not covered by ice and 2) laterally surrounded by either pack ice or land and pack ice.,A surface layer which is part of an ocean or sea.,"Could be a subclass of a class that describes holes in solid material covering water or other liquids. Perhaps a class like ""clearing"". Logical def can include surrounded_by ""ice mass"".","At this level, the depth of this layer is ambiguous. Some methods (telemetry) measure only the first few centimeters of the sea or ocean surface. In situ methods often sample the first few meters. Subclasses can be created for such cases.
Sea surface layer is also used to refer to the surfaces of oceans."
http://purl.obolibrary.org/obo/ENVO_01001581,http://purl.obolibrary.org/obo/ENVO_01000295,sea surface layer,marine layer,A surface layer which is part of an ocean or sea.,A layer that is part of a marine water body.,"At this level, the depth of this layer is ambiguous. Some methods (telemetry) measure only the first few centimeters of the sea or ocean surface. In situ methods often sample the first few meters. Subclasses can be created for such cases.
Sea surface layer is also used to refer to the surfaces of oceans.",
http://purl.obolibrary.org/obo/ENVO_01001581,http://purl.obolibrary.org/obo/ENVO_01001554,sea surface layer,surface layer of a water body,A surface layer which is part of an ocean or sea.,A water surface that is part of a water body.,"At this level, the depth of this layer is ambiguous. Some methods (telemetry) measure only the first few centimeters of the sea or ocean surface. In situ methods often sample the first few meters. Subclasses can be created for such cases.
Sea surface layer is also used to refer to the surfaces of oceans.",
http://purl.obolibrary.org/obo/ENVO_01001556,http://purl.obolibrary.org/obo/ENVO_01001517,pack ice mass,drift ice mass,A drift ice mass which has an ice concentration above or equal to 7/10: which covers 70% or more of a given area of a water body.,A floating mass of ice which is 1) unattached to land or land-fast ice and 2) moved by the action of winds or currents.,,"Prior to approximately 2014, drift ice was synonymous with the various grades of pack ice, described as very open (with an ice concentration of 1/10 to 3/10), open (4/10 to 6/10, with many leads and polynyas and the floes generally not in contact with one another), close (7/10 to 8/10, composed of floes mostly in contact), very close (9/10 to less than 10/10), and compact (10/10, with no water visible, called consolidated pack ice if the floes are frozen together). This is deprecated, with pack ice now referring to drift ice with a concentration equal to or above 7/10; however, other usages are still common."
http://purl.obolibrary.org/obo/ENVO_00000486,http://purl.obolibrary.org/obo/BFO_0000146,shoreline,two-dimensional continuant fiat boundary,A two-dimensional continuant fiat boundary which is located between a landmass and a water body.,,"1) this term is usually used for larger water bodies like lakes and oceans, 2) that the actual spatial extent of a shoreline, and the sharpness of its boundaries, is often arbitrarily or operationally defined, and 3) this term is for the physical shoreline, not the one- or two-dimensional representation of shorelines.",
http://purl.obolibrary.org/obo/ENVO_00000487,http://purl.obolibrary.org/obo/ENVO_00000488,paternoster lake,glacial lake,One of a series of glacial lakes connected by a single stream or a braided stream system.,A lake which is primarily composed of glacial meltwater and which fills a depression formed as a result of a glacial erosion process.,,
http://purl.obolibrary.org/obo/ENVO_01000722,http://purl.obolibrary.org/obo/ENVO_00002006,meltwater,liquid water,"Meltwater is the water released by the melting of snow or ice, including glacial ice, tabular icebergs and ice shelves over oceans.",An environmental material primarily composed of dihydrogen oxide in its liquid form.,,
http://purl.obolibrary.org/obo/ENVO_01001568,http://purl.obolibrary.org/obo/ENVO_01001884,frost heave,surface landform,"An elevation which is formed as an ice mass forms under soil, resulting in upwards deformation of the land surface.",A landform which occurs on the surface of an astronomical body.,,"The usage of ""surface"" here aligns with that of planetary surface: in contact with the atmosphere or space. The extent of the ""surface"" can vary. For rocky planets like Earth, astrogeologists consider the crust as the surface."
http://purl.obolibrary.org/obo/ENVO_01001568,http://purl.obolibrary.org/obo/ENVO_00000176,frost heave,elevated landform,"An elevation which is formed as an ice mass forms under soil, resulting in upwards deformation of the land surface.",A landform elevated above the surrounding area.,,
http://purl.obolibrary.org/obo/ENVO_01000279,http://purl.obolibrary.org/obo/ENVO_01001547,ice lens,land ice mass,"An ice mass which is formed when moisture, diffused within soil or rock, accumulates and freezes in a localized zone, wedging soil or rock apart.",An ice mass which has formed over land.,,"Land ice is any part of the Earth's seasonal or perennial ice cover that has formed over land as the result, principally, of the freezing of precipitation; opposed to sea ice formed by the freezing of seawater.  Thus, an iceberg or tabular iceberg is land ice as well as its parent glacier, ice sheet, or ice shelf. The two major concentrations of land ice are the ice sheets of Greenland and Antarctica. Glaciers and ice caps are the other important forms; however, some members of the glaciology community hold that glaciers (i.e. rock glaciers) need not have any ice."
http://purl.obolibrary.org/obo/ENVO_00000490,http://purl.obolibrary.org/obo/ENVO_00000023,consequent stream,stream,"A stream whose course is a direct consequence of the original slope of the surface upon which it developed, i.e., a stream that follows the slope of the original land.",A watercourse which is linear and flows across the solid portion of a planetary surface.,,
http://purl.obolibrary.org/obo/ENVO_00000491,http://purl.obolibrary.org/obo/ENVO_00000023,subsequent stream,stream,A stream whose course has been determined by selective headward erosion along weak strata. These streams have generally developed after the original stream. Subsequent streams developed independently of the original relief of the land and generally follow paths determined by the weak rock belts.,A watercourse which is linear and flows across the solid portion of a planetary surface.,,
http://purl.obolibrary.org/obo/ENVO_00000492,http://purl.obolibrary.org/obo/ENVO_00000023,resequent stream,stream,"A stream whose course follows the original relief, but at a lower level than the original slope (e.g., flows down a course determined by the underlying strata in the same direction). These streams develop later and are generally a tributary to a subsequent stream.",A watercourse which is linear and flows across the solid portion of a planetary surface.,,
http://purl.obolibrary.org/obo/ENVO_00000493,http://purl.obolibrary.org/obo/ENVO_00000023,obsequent stream,stream,A stream flowing in the opposite direction of the consequent drainage.,A watercourse which is linear and flows across the solid portion of a planetary surface.,,
http://purl.obolibrary.org/obo/ENVO_00000494,http://purl.obolibrary.org/obo/ENVO_00000023,insequent stream,stream,"A stream that has an almost random drainage often forming dendritic patterns. These are typically tributaries and have developed by a headward erosion on a horizontally stratified belt or on homogeneous rocks. These streams follow courses that apparently were not controlled by the original slope of the surface, its structure or the type of rock.",A watercourse which is linear and flows across the solid portion of a planetary surface.,,
http://purl.obolibrary.org/obo/ENVO_00000495,http://purl.obolibrary.org/obo/ENVO_00000023,tributary,stream,A stream or river which flows into another river (a parent river) or body of water but which may not flow directly into the sea.,A watercourse which is linear and flows across the solid portion of a planetary surface.,,
http://purl.obolibrary.org/obo/ENVO_00000496,http://purl.obolibrary.org/obo/ENVO_01001884,rill,surface landform,"A narrow and shallow incision into soil resulting from erosion by overland flow that has been focused into a thin thread by soil surface roughness. Rilling, the process of rill formation, is common on agricultural land and unvegetated ground.",A landform which occurs on the surface of an astronomical body.,,"The usage of ""surface"" here aligns with that of planetary surface: in contact with the atmosphere or space. The extent of the ""surface"" can vary. For rocky planets like Earth, astrogeologists consider the crust as the surface."
http://purl.obolibrary.org/obo/ENVO_00000496,http://purl.obolibrary.org/obo/ENVO_00000309,rill,depressed landform,"A narrow and shallow incision into soil resulting from erosion by overland flow that has been focused into a thin thread by soil surface roughness. Rilling, the process of rill formation, is common on agricultural land and unvegetated ground.",A landform sunken or depressed below the surrounding area.,,
http://purl.obolibrary.org/obo/ENVO_00000497,http://purl.obolibrary.org/obo/ENVO_00000427,rincon,meander,An incised meander on a river.,A bend in a stream. A stream flowing through a wide valley or flat plain will tend to form a meanders as it alternatively erodes and deposits sediments along its course.,,
http://purl.obolibrary.org/obo/ENVO_00000498,http://purl.obolibrary.org/obo/ENVO_01000659,volcanic dike,igneous intrusion,"An intrusive igneous body. Its thickness is usually much smaller than its other two dimensions. Thickness can vary from sub-centimeter scale to many meters in thickness and the lateral dimensions can extend over many kilometers. A dike is an intrusion into a cross-cutting fissure, meaning a dike cuts across other pre-existing layers or bodies of rock, this means that a dike is always younger than the rocks that contain it. Dikes are usually high angle to near vertical in orientation, but subsequent tectonic deformation may rotate the sequence of strata through which the dike lies so that the latter becomes horizontal.","An igneous intrusion is a mass of rock and minerals formed when magma cools, solidifies, and undergoes fractional crystallisation without reaching the surface.",,"""Intrusion"" can refer to the solidified mass or the molten rock."
http://purl.obolibrary.org/obo/ENVO_00000498,http://purl.obolibrary.org/obo/ENVO_01000671,volcanic dike,dike,"An intrusive igneous body. Its thickness is usually much smaller than its other two dimensions. Thickness can vary from sub-centimeter scale to many meters in thickness and the lateral dimensions can extend over many kilometers. A dike is an intrusion into a cross-cutting fissure, meaning a dike cuts across other pre-existing layers or bodies of rock, this means that a dike is always younger than the rocks that contain it. Dikes are usually high angle to near vertical in orientation, but subsequent tectonic deformation may rotate the sequence of strata through which the dike lies so that the latter becomes horizontal.",A sheet of rock that formed in a fracture in a pre-existing rock body.,,
http://purl.obolibrary.org/obo/ENVO_01000659,http://purl.obolibrary.org/obo/ENVO_01000525,igneous intrusion,rock intrusion,"An igneous intrusion is a mass of rock and minerals formed when magma cools, solidifies, and undergoes fractional crystallisation without reaching the surface.",An intrusion which is primarily composed of rock which has been formed within a pre-existing fracture in a larger mass of rock.,"""Intrusion"" can refer to the solidified mass or the molten rock.","While some intrusions are still located in the fracture where they formed, others may be (partially) exposed by erosional processes."
http://purl.obolibrary.org/obo/ENVO_01000671,http://purl.obolibrary.org/obo/ENVO_01000525,dike,rock intrusion,A sheet of rock that formed in a fracture in a pre-existing rock body.,An intrusion which is primarily composed of rock which has been formed within a pre-existing fracture in a larger mass of rock.,,"While some intrusions are still located in the fracture where they formed, others may be (partially) exposed by erosional processes."
http://purl.obolibrary.org/obo/ENVO_00000499,http://purl.obolibrary.org/obo/ENVO_00000309,trough,depressed landform,"A linear structural depression that extends laterally over a distance, while being less steep than a trench. A trough can be a narrow basin or a geologic rift. There are various oceanic troughs, troughs found under oceans; examples include the rift along the mid-oceanic ridge and the Cayman Trough.",A landform sunken or depressed below the surrounding area.,,
http://purl.obolibrary.org/obo/ENVO_00000500,http://purl.obolibrary.org/obo/ENVO_00005803,beaver dam,animal habitation,An obstruction in a stream constructed by a beaver.,The dwelling of an animal or group of similar animals.,,This class represents habitations of non-human animals. This distinction may be removed in future releases.
http://purl.obolibrary.org/obo/ENVO_00005803,http://purl.obolibrary.org/obo/ENVO_01001813,animal habitation,construction,The dwelling of an animal or group of similar animals.,"A material entity which has been assembled through the intentional, instinctual, or deliberately programmed efforts of an organism or machine.",This class represents habitations of non-human animals. This distinction may be removed in future releases.,
http://purl.obolibrary.org/obo/ENVO_00000502,http://purl.obolibrary.org/obo/ENVO_00000387,container of an intermittent saline lake,container of an intermittent lake,"A depression that is periodically filled with saline water, forming a saline lake.",A depression which intermittently contains a lake.,,This has been moved from the lake hierarchy.
http://purl.obolibrary.org/obo/ENVO_00000503,http://purl.obolibrary.org/obo/ENVO_00000202,container of an intermittent oxbow lake,oxbow lake,A depression which is continous with one or more abandoned meander loops of a river channel.,A lake which is formed when a wide meander from a stream or a river is cut off to form a lake. They are called oxbow lakes due to the distinctive curved shape that results from this process.,,
http://purl.obolibrary.org/obo/ENVO_00000503,http://purl.obolibrary.org/obo/ENVO_00000387,container of an intermittent oxbow lake,container of an intermittent lake,A depression which is continous with one or more abandoned meander loops of a river channel.,A depression which intermittently contains a lake.,,This has been moved from the lake hierarchy.
http://purl.obolibrary.org/obo/ENVO_00000504,http://purl.obolibrary.org/obo/ENVO_00000549,container of an intermittent pond,container of an intermittent water body,"A container of an intermittent water body which, when filled with water, has a well-illuminated surface layer, is subject to complete mixing of the water it holds, and is smaller than the container of a lake.",A depression which is is periodically filled with water when water supply exceeds evapotranspiration and bed seepage.,,"This was formerly represented as a water body, which would not be valid during dry periods. This class more properly refers to the container of the water body, thusfar always some depression, which periodically contains a water body."
http://purl.obolibrary.org/obo/ENVO_00000505,http://purl.obolibrary.org/obo/ENVO_00000036,underground irrigation canal,irrigation canal,A gently inclined underground tunnel bringing water for irrigation from an aquifer.,Artificial watercourse with no flow or a controlled flow used irrigation.,,
http://purl.obolibrary.org/obo/ENVO_00000505,http://purl.obolibrary.org/obo/ENVO_00000061,underground irrigation canal,underground water body,A gently inclined underground tunnel bringing water for irrigation from an aquifer.,A geographical feature associated with water that is under the surface of the earth.,,"This class should probably be replaced with a quality-like entity ""underground"" which can then be distributed to the subclasses, solving the double inheritance."
http://purl.obolibrary.org/obo/ENVO_00000506,http://purl.obolibrary.org/obo/ENVO_00000549,intermittently filled reservoir,container of an intermittent water body,"A reservoir that is not permanently filled with water, at times being dry.",A depression which is is periodically filled with water when water supply exceeds evapotranspiration and bed seepage.,,"This was formerly represented as a water body, which would not be valid during dry periods. This class more properly refers to the container of the water body, thusfar always some depression, which periodically contains a water body."
http://purl.obolibrary.org/obo/ENVO_00000507,http://purl.obolibrary.org/obo/ENVO_00000479,wadi mouth,mouth,"The lower terminus of a wadi where it widens into an adjoining floodplain, depression, or water body.","The exit or point of discharge of a stream into another stream, lake or sea.",,
http://purl.obolibrary.org/obo/ENVO_00000509,http://purl.obolibrary.org/obo/ENVO_00000508,marine terrace,terrace,A terrace which is located in a marine water body.,"A step-like feature between higher and lower ground: a relatively flat or gently inclined shelf of earth, backed and fronted by steep slopes or manmade detaining walls.",,
http://purl.obolibrary.org/obo/ENVO_00000510,http://purl.obolibrary.org/obo/ENVO_01001886,meander neck,landform,A landform which is the narrowest part of a meander.,A solid astronomical body part which has been formed from and is composed primarily of the matter of that astronomical body.,,"Landforms may be natural or anthropogenic. This term has often has loose usage when referencing entities which are either subterranean or submerged below water bodies. In some cases, oceans themselves are considered landforms. Here, we have provided subclasses to resolve this ambiguity, but place oceans and other water bodies elsewhere.In later revisions, this hiearchy is likely to be reordered based on the formation processes of the entities within it."
http://purl.obolibrary.org/obo/ENVO_00000511,http://purl.obolibrary.org/obo/ENVO_00000044,blanket bog,peatland,"A peatland whose development is mostly independent of basins or topographical features where water collects; it simply covers the landscape like a blanket. Peat develops due to a continuous supply of water from rainfall, maintaining waterlogged conditions on the ground. Blanket bogs are ombrotrophic or rain fed, and as a result their pH lies between 3.5 and 4.2.","A wetland ecosystem which accumulates acidic peat, a deposit of dead plant material.",,
http://purl.obolibrary.org/obo/ENVO_00000512,http://purl.obolibrary.org/obo/ENVO_00000501,pond bed,submerged bed,The ground surface that lies beneath a pond.,The portion of the ground surface which lies below water.,,
http://purl.obolibrary.org/obo/ENVO_00000513,http://purl.obolibrary.org/obo/ENVO_00000501,reservoir bed,submerged bed,The ground surface that lies beneath a reservoir.,The portion of the ground surface which lies below water.,,
http://purl.obolibrary.org/obo/ENVO_00000515,http://purl.obolibrary.org/obo/ENVO_00000474,road cut,cut,A cut to provide passage for a road.,"An excavation of the Earth's surface to provide passage for a road, railway, canal, etc.",,
http://purl.obolibrary.org/obo/ENVO_00000517,http://purl.obolibrary.org/obo/ENVO_00000023,lost stream,stream,"A surface stream that disappears into an underground channel, or dries up in an arid area.",A watercourse which is linear and flows across the solid portion of a planetary surface.,,
http://purl.obolibrary.org/obo/ENVO_00000518,http://purl.obolibrary.org/obo/ENVO_00000479,ditch mouth,mouth,The exit or point of discharge of a ditch.,"The exit or point of discharge of a stream into another stream, lake or sea.",,
http://purl.obolibrary.org/obo/ENVO_00000519,http://purl.obolibrary.org/obo/ENVO_00000077,agricultural terrace,agricultural ecosystem,A terrace which is used for agricultural activities.,,,"As with other classes that are ""features"", the subclasses of this class are being moved to more informative locations. Their relation to agriculture will be modelled by something more akin to a quality or relation to an agricultural process."
http://purl.obolibrary.org/obo/ENVO_00000519,http://purl.obolibrary.org/obo/ENVO_00000508,agricultural terrace,terrace,A terrace which is used for agricultural activities.,"A step-like feature between higher and lower ground: a relatively flat or gently inclined shelf of earth, backed and fronted by steep slopes or manmade detaining walls.",,
http://purl.obolibrary.org/obo/ENVO_00000520,http://purl.obolibrary.org/obo/ENVO_01001884,landslide,surface landform,"A mound of earth material, at the base of a slope and the associated scoured area.",A landform which occurs on the surface of an astronomical body.,,"The usage of ""surface"" here aligns with that of planetary surface: in contact with the atmosphere or space. The extent of the ""surface"" can vary. For rocky planets like Earth, astrogeologists consider the crust as the surface."
http://purl.obolibrary.org/obo/ENVO_01000692,http://purl.obolibrary.org/obo/ENVO_01000690,landslide process,mass wasting,A landslide is a process whereby a large mass of earth and rocks moves down a hill or a mountainside.,"Mass wasting is the geomorphic process by which solid environmental material such as soil, sand, regolith, and/or rock move downslope typically as a mass, largely under the force of gravity, but frequently affected by water and water content as in submarine environments and mudslides.",,"Of interest for future development: Some causes of mass wasting earthquakes, increased overburden from structures, increased soil moisture, reduction of roots holding the soil to bedrock, undercutting of the slope by excavation or erosion, weathering by frost heave, bioturbation, volcanic edifice over-steepening. Some processes that reduce mass wasting: Afforestation, Reforestation, Terracing steps on slopes (reduce angle of slope). https://en.wikipedia.org/wiki/Mass_wasting."
http://purl.obolibrary.org/obo/ENVO_01000001,http://purl.obolibrary.org/obo/ENVO_00010483,mud,environmental material,"An environmental material which is a liquid or semi-liquid mixture of water and some combination of soil, silt, and clay particles.",A material entity which other material entities in an environmental system are primarily or partially composed of.,,"Everything under this parent must be a mass noun (i.e. not countable). All subclasses are to be understood as being composed primarily of the named entity, rather than restricted to that entity. For example, ""ENVO:water"" is to be understood as ""environmental material composed primarly of some CHEBI:water""."
http://purl.obolibrary.org/obo/ENVO_01000001,http://purl.obolibrary.org/obo/ENVO_00010483,mud,environmental material,"An environmental material which is a liquid or semi-liquid mixture of water and some combination of soil, silt, and clay particles.",A material entity which other material entities in an environmental system are primarily or partially composed of.,,"Instances of this class are portions of environmental materials, such as seawater in bucket, a water parcel in the photic zone of a lake, or the concrete that composes a building part. Instances of these portions may have fiat or non-fiat boundaries. For example, a water parcel has not physical boundaries, while the seawater in a bucket is bounded by the internal surfaces of the bucket."
http://purl.obolibrary.org/obo/ENVO_00000521,http://purl.obolibrary.org/obo/ENVO_00000520,rockfall,landslide,An irregular mass of fallen rock at the base of a cliff or steep slope.,"A mound of earth material, at the base of a slope and the associated scoured area.",,
http://purl.obolibrary.org/obo/ENVO_01001108,http://purl.obolibrary.org/obo/ENVO_01000692,rockslide process,landslide process,A rockslide is a process whereby a large mass of rock moves down a hill or a mountainside.,A landslide is a process whereby a large mass of earth and rocks moves down a hill or a mountainside.,,
http://purl.obolibrary.org/obo/ENVO_00000522,http://purl.obolibrary.org/obo/ENVO_00000066,canal tunnel,man-made tunnel,A tunnel through which a canal passes.,A tunnel constructed by human means.,,
http://purl.obolibrary.org/obo/ENVO_00000523,http://purl.obolibrary.org/obo/ENVO_00000395,cutoff,channel of a watercourse,A channel formed as a result of a stream cutting through a meander neck.,"A depressed landform which physically confines a river, slough or ocean strait, and which consists of a bed and banks.",,
http://purl.obolibrary.org/obo/ENVO_00000524,http://purl.obolibrary.org/obo/ENVO_01001884,abandoned watercourse,surface landform,"A former stream or distributary no longer carrying flowing water, but still evident due to lakes, wetland, topographic or vegetation patterns.",A landform which occurs on the surface of an astronomical body.,,"The usage of ""surface"" here aligns with that of planetary surface: in contact with the atmosphere or space. The extent of the ""surface"" can vary. For rocky planets like Earth, astrogeologists consider the crust as the surface."
http://purl.obolibrary.org/obo/ENVO_00000524,http://purl.obolibrary.org/obo/ENVO_00000309,abandoned watercourse,depressed landform,"A former stream or distributary no longer carrying flowing water, but still evident due to lakes, wetland, topographic or vegetation patterns.",A landform sunken or depressed below the surrounding area.,,
http://purl.obolibrary.org/obo/ENVO_00000525,http://purl.obolibrary.org/obo/ENVO_00000023,canalized stream,stream,"A stream that has been substantially ditched, diked, or straightened.",A watercourse which is linear and flows across the solid portion of a planetary surface.,,
http://purl.obolibrary.org/obo/ENVO_00000526,http://purl.obolibrary.org/obo/ENVO_01001884,cliff cleft,surface landform,"A deep narrow slot, notch, or groove in a cliff.",A landform which occurs on the surface of an astronomical body.,,"The usage of ""surface"" here aligns with that of planetary surface: in contact with the atmosphere or space. The extent of the ""surface"" can vary. For rocky planets like Earth, astrogeologists consider the crust as the surface."
http://purl.obolibrary.org/obo/ENVO_00000527,http://purl.obolibrary.org/obo/ENVO_01001884,interfluve,surface landform,A relatively undissected upland between adjacent stream valleys.,A landform which occurs on the surface of an astronomical body.,,"The usage of ""surface"" here aligns with that of planetary surface: in contact with the atmosphere or space. The extent of the ""surface"" can vary. For rocky planets like Earth, astrogeologists consider the crust as the surface."
http://purl.obolibrary.org/obo/ENVO_00000527,http://purl.obolibrary.org/obo/ENVO_00000176,interfluve,elevated landform,A relatively undissected upland between adjacent stream valleys.,A landform elevated above the surrounding area.,,
http://purl.obolibrary.org/obo/ENVO_00000528,http://purl.obolibrary.org/obo/ENVO_00000283,ice cap ridge,ridge,A linear elevation on an icecap.,A long and narrow elevation with steep sides.,,
http://purl.obolibrary.org/obo/ENVO_00000529,http://purl.obolibrary.org/obo/ENVO_00000283,beach ridge,ridge,"A ridge of sand just inland and parallel to the beach, usually in series.",A long and narrow elevation with steep sides.,,
http://purl.obolibrary.org/obo/ENVO_00000530,http://purl.obolibrary.org/obo/ENVO_00002000,apron,slope,"A gentle slope, with a generally smooth surface, particularly found around groups of islands and seamounts.",A solid astronomical body part which is part of the planetary surface between the peak of an elevation or the bottom of a depression and relatively flat surrounding land.,,
http://purl.obolibrary.org/obo/ENVO_00000531,http://purl.obolibrary.org/obo/ENVO_01001884,ice cap depression,surface landform,A depression which is part of an ice cap.,A landform which occurs on the surface of an astronomical body.,,"The usage of ""surface"" here aligns with that of planetary surface: in contact with the atmosphere or space. The extent of the ""surface"" can vary. For rocky planets like Earth, astrogeologists consider the crust as the surface."
http://purl.obolibrary.org/obo/ENVO_00000531,http://purl.obolibrary.org/obo/ENVO_00000309,ice cap depression,depressed landform,A depression which is part of an ice cap.,A landform sunken or depressed below the surrounding area.,,
http://purl.obolibrary.org/obo/ENVO_00000532,http://purl.obolibrary.org/obo/ENVO_00000504,intermittent saline evaporation pond,container of an intermittent pond,,"A container of an intermittent water body which, when filled with water, has a well-illuminated surface layer, is subject to complete mixing of the water it holds, and is smaller than the container of a lake.",,
http://purl.obolibrary.org/obo/ENVO_00000533,http://purl.obolibrary.org/obo/ENVO_01001884,landfill,surface landform,A depression which contains objects and materials discarded by humans or their technologies.,A landform which occurs on the surface of an astronomical body.,,"The usage of ""surface"" here aligns with that of planetary surface: in contact with the atmosphere or space. The extent of the ""surface"" can vary. For rocky planets like Earth, astrogeologists consider the crust as the surface."
http://purl.obolibrary.org/obo/ENVO_00000533,http://purl.obolibrary.org/obo/ENVO_00000309,landfill,depressed landform,A depression which contains objects and materials discarded by humans or their technologies.,A landform sunken or depressed below the surrounding area.,,
http://purl.obolibrary.org/obo/ENVO_00000534,http://purl.obolibrary.org/obo/ENVO_01001884,riverine pothole,surface landform,,A landform which occurs on the surface of an astronomical body.,"A depression which 1) has smooth surfaces, 2) has a bowl-like or cylindrical shape, 3) results from the erosion of the rocky bed of a watercourse.","The usage of ""surface"" here aligns with that of planetary surface: in contact with the atmosphere or space. The extent of the ""surface"" can vary. For rocky planets like Earth, astrogeologists consider the crust as the surface."
http://purl.obolibrary.org/obo/ENVO_00000534,http://purl.obolibrary.org/obo/ENVO_00000309,riverine pothole,depressed landform,,A landform sunken or depressed below the surrounding area.,"A depression which 1) has smooth surfaces, 2) has a bowl-like or cylindrical shape, 3) results from the erosion of the rocky bed of a watercourse.",
http://purl.obolibrary.org/obo/PATO_0000701,http://purl.obolibrary.org/obo/PATO_0000150,smooth,texture,A texture quality inhering in a bearer by virtue of the bearer's processing a surface free of roughness or irregularities.,"A morphologic quality inhering in a bearer by virtue of the bearer's relative size, organization and distribution of its surface elements or the representation or invention of the appearance of its surface; visual and tactile surface characteristics.",,
