class,parent,classLabel,parentLabel,classDefinition,parentDefinition,classComment,parentComment
https://w3id.org/inbio#_000069,https://w3id.org/inbio#_000027,invasion establishment phase,invasion phase,phase of establishment in the alien range as part of the invasion process,"Sequential phases during the invasion process. Typically, four different phases are distinguished: transport, introduction, establishment and spread.",,
https://w3id.org/inbio#species_distribution,https://w3id.org/inbio#_000034,species distribution,geographical entity,"Species distribution in invasion biology studies the geographical spread of species, particularly how invasive species expand beyond their native ranges, influencing biodiversity and ecosystem structure.",An entity or geographic feature that occupies a position in space about which data describing the attributes of the entity and its geographic location are recorded.,,
http://cerrado.linkeddata.es/ecology/ccon#SpeciesRichness,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,species richness,biodiversity,,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.","the number of differnet species represented in an ecological community, landscape or region","It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org"
http://cerrado.linkeddata.es/ecology/ccon#SpeciesRichness,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,species richness,biological diversity,,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.","the number of differnet species represented in an ecological community, landscape or region","It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org"
https://w3id.org/inbio#_000033,https://w3id.org/inbio#_000006,symbiosis,host organism interaction,"state of close, permanent, or obligatory contact between 2 species, usually of a mutually beneficial nature.",interactions between one organism and another which it harbors or nourishes.,,
https://w3id.org/inbio#invasion_ecology,https://w3id.org/inbio#invasion_biology,invasion ecology,invasion biology,"Invasion ecology is a sub-discipline of invasion biology that studies the ecological aspects and impacts of invasive species, including their interactions with native species, ecosystems, and the processes that facilitate their establishment and spread.","Invasion biology is the study of the causes and consequences of the introduction of species to new environments, where they establish, spread, and have impacts on native ecosystems and biodiversity.",,
https://w3id.org/inbio#the_impacts_on_native_ecosystems,https://w3id.org/inbio#_000088,the impacts on native ecosystems,ecological impact,"The impacts on native ecosystems in invasion biology focus on the changes and disruptions caused by invasive species, from altering nutrient cycles to displacing native species, ultimately affecting ecosystem health and resilience.",A measurable change to the properties of an ecosystem by a non-native species.,,
https://w3id.org/inbio#_000088,https://w3id.org/inbio#_000068,ecological impact,invasion success,A measurable change to the properties of an ecosystem by a non-native species.,Completing one or all phases of the invasion process.,,
https://w3id.org/inbio#_000088,http://purl.obolibrary.org/obo/NCIT_C122929,ecological impact,impact,A measurable change to the properties of an ecosystem by a non-native species.,The effect or consequence of an event or condition.,,
http://purl.obolibrary.org/obo/ENVO_01001305,http://purl.obolibrary.org/obo/ENVO_01001199,vegetated area,terrestrial environmental zone,A vegetated area is a geographic feature which has ground cover dominated by plant communities.,An environmental zone which is bounded by material parts of a land mass or the atmosphere or space adjacent to it.,,
http://purl.obolibrary.org/obo/ENVO_02500031,http://purl.obolibrary.org/obo/ENVO_02500000,hydrological process,environmental system process,An environmental process which has water - in any of its states - as a participant.,A process in which includes the components of an environmental system as participants.,,
http://purl.obolibrary.org/obo/ENVO_02500031,_:node457,hydrological process,,An environmental process which has water - in any of its states - as a participant.,,,
http://purl.obolibrary.org/obo/ENVO_02500031,_:node462,hydrological process,,An environmental process which has water - in any of its states - as a participant.,,,
https://w3id.org/inbio#_000044,https://w3id.org/inbio#_000042,ecological measure,estimate,"metric for qualifying ecologically relevant characteristics, e.g. biodiversity or body length",,,
https://w3id.org/inbio#_000019,https://w3id.org/inbio#_000059,ecosystem property,trait,"Attributes which characterize an ecosystem, such as its size, biodiversity, stability, degree of organization, as well as its functions and processes (i.e. the internal exchanges of materials, energy and information among different pools).","The distinguishing qualities or prominent aspect of a person, object, action, process, or substance.",,
https://w3id.org/inbio#_000034,http://purl.obolibrary.org/obo/BFO_0000040,geographical entity,material entity,An entity or geographic feature that occupies a position in space about which data describing the attributes of the entity and its geographic location are recorded.,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
https://w3id.org/inbio#_000034,http://purl.obolibrary.org/obo/BFO_0000040,geographical entity,material entity,An entity or geographic feature that occupies a position in space about which data describing the attributes of the entity and its geographic location are recorded.,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
https://w3id.org/inbio#_000034,http://purl.obolibrary.org/obo/BFO_0000040,geographical entity,material entity,An entity or geographic feature that occupies a position in space about which data describing the attributes of the entity and its geographic location are recorded.,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
https://w3id.org/inbio#_000034,http://purl.obolibrary.org/obo/BFO_0000040,geographical entity,material entity,An entity or geographic feature that occupies a position in space about which data describing the attributes of the entity and its geographic location are recorded.,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
https://w3id.org/inbio#native_ecosystems,http://purl.obolibrary.org/obo/ENVO_01000951,native ecosystems,natural environment,Native ecosystems in invasion biology are those ecosystems that have developed naturally without human intervention and are characterized by well-established native species populations and ecological processes.,An environmental system in which minimal to no anthropisation has occurred and non-human agents are the primary determinants of the system's dynamics and composition.,,
http://purl.obolibrary.org/obo/ENVO_01000951,http://purl.obolibrary.org/obo/ENVO_01000254,natural environment,environmental system,An environmental system in which minimal to no anthropisation has occurred and non-human agents are the primary determinants of the system's dynamics and composition.,A system which has the disposition to environ one or more material entities.,,
https://w3id.org/inbio#_000043,https://w3id.org/inbio#_000019,diversity,ecosystem property,"1) The variety of plant and animal taxa, including genes, amino acids, flowers, species, or populations. 2) The variety of plant and animal communities, forest types, stand conditions, age classes, and landscape components.","Attributes which characterize an ecosystem, such as its size, biodiversity, stability, degree of organization, as well as its functions and processes (i.e. the internal exchanges of materials, energy and information among different pools).",,
https://w3id.org/inbio#_000067,https://w3id.org/inbio#_000025,allocation,process,To set apart or re-distribute for a special purpose,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,
https://w3id.org/inbio#_000067,https://w3id.org/inbio#_000025,allocation,process,To set apart or re-distribute for a special purpose,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,
http://cerrado.linkeddata.es/ecology/ccon#Difference,https://w3id.org/inbio#_000042,difference,estimate,,,"It's the difference of any parameter (size, number of deads, number of recruits etc.) between two dates. ",
http://cerrado.linkeddata.es/ecology/ccon#FireIncidence,http://purl.obolibrary.org/obo/ENVO_01000203,fire incidence,environmental condition,,An environmental condition is a range of a determinate quality or combination of qualities that are present in an environmental system.,The occurrence of burning in ecosystems.,"An abiotic environmental factor that influences the functioning of living organisms (Begon et al., 2006)."
http://cerrado.linkeddata.es/ecology/ccon#Temperature,http://purl.obolibrary.org/obo/ENVO_01000203,mean annual temperature,environmental condition,,An environmental condition is a range of a determinate quality or combination of qualities that are present in an environmental system.,"It is a measure of the thermal energy per particle of matter or radiation; it is measured by a thermometer, which may be calibrated in any of various temperature scales, Celsius, Fahrenheit, Kelvin, etc (http://en.wikipedia.org/wiki/Temperature).","An abiotic environmental factor that influences the functioning of living organisms (Begon et al., 2006)."
http://cerrado.linkeddata.es/ecology/ccon#Temperature,http://purl.obolibrary.org/obo/ENVO_01000203,temperature,environmental condition,,An environmental condition is a range of a determinate quality or combination of qualities that are present in an environmental system.,"It is a measure of the thermal energy per particle of matter or radiation; it is measured by a thermometer, which may be calibrated in any of various temperature scales, Celsius, Fahrenheit, Kelvin, etc (http://en.wikipedia.org/wiki/Temperature).","An abiotic environmental factor that influences the functioning of living organisms (Begon et al., 2006)."
http://purl.obolibrary.org/obo/NCIT_C45997,http://purl.obolibrary.org/obo/ENVO_01000203,pH,environmental condition,,An environmental condition is a range of a determinate quality or combination of qualities that are present in an environmental system.,,"An abiotic environmental factor that influences the functioning of living organisms (Begon et al., 2006)."
http://purl.obolibrary.org/obo/NCIT_C88206,http://purl.obolibrary.org/obo/ENVO_01000203,humidity,environmental condition,A measure of the water vapor content of air.,An environmental condition is a range of a determinate quality or combination of qualities that are present in an environmental system.,,"An abiotic environmental factor that influences the functioning of living organisms (Begon et al., 2006)."
https://w3id.org/inbio#_000065,http://purl.obolibrary.org/obo/ENVO_01000203,nutrient content,environmental condition,"Amount of nutrients contained in something, e.g in a defined volume of soil or water",An environmental condition is a range of a determinate quality or combination of qualities that are present in an environmental system.,,"An abiotic environmental factor that influences the functioning of living organisms (Begon et al., 2006)."
http://cerrado.linkeddata.es/ecology/ccon#GeographicalDistribution,https://w3id.org/inbio#_000045,geographical distribution,range,A geographical region that can include land as well as water.,An area where a species is found in the wild.,,
https://w3id.org/inbio#_000045,http://purl.obolibrary.org/obo/NCIT_C20181,range,conceptual entity,An area where a species is found in the wild.,,,
https://w3id.org/inbio#_000074,https://w3id.org/inbio#_000059,life history trait,trait,,"The distinguishing qualities or prominent aspect of a person, object, action, process, or substance.",,
http://purl.obolibrary.org/obo/NCIT_C153298,https://w3id.org/inbio#_000074,longevity,life history trait,The length or duration of life or viability.,,,
https://w3id.org/inbio#_000017,https://w3id.org/inbio#_000074,generation length,life history trait,,,,
http://cerrado.linkeddata.es/ecology/ccon#PielousEvennessIndex,https://w3id.org/inbio#_000039,pielou's evenness index,species evenness index,,,It's a representation of the evenness and quantifies how equal the community is numerically.,
https://w3id.org/inbio#_000039,http://cerrado.linkeddata.es/ecology/ccon#DiversityIndex,species evenness index,diversity index,,,,"It's a quantitative measure that reflects how many different types (such as species) there are in a dataset, and can simultaneously takes into account how evenly the basic units (such as individuals) are distributed among those types.
Source: wikipedia.org"
http://cerrado.linkeddata.es/ecology/ccon#RelativeHumidity,http://purl.obolibrary.org/obo/NCIT_C88206,mean annual relative humidity,humidity,,A measure of the water vapor content of air.,The relative amount of whater vapour in the atmosphere,
http://cerrado.linkeddata.es/ecology/ccon#RelativeHumidity,http://purl.obolibrary.org/obo/NCIT_C88206,relative humidity,humidity,,A measure of the water vapor content of air.,The relative amount of whater vapour in the atmosphere,
http://cerrado.linkeddata.es/ecology/ccon#SimpsonsIndex,https://w3id.org/inbio#_000030,simpson's index,species diversity index,,,"The simplest measure of the character of a community that takes into account both the abundance (or biomass) patterns and the species richness (Begon et al., 2006).","the effective number of different species that are represented in a collection of individuals, it consists of two components: species richness and species evenness. From http://cerrado.linkeddata.es/ecology/ccon#SpeciesDiversity"
https://w3id.org/inbio#_000030,http://cerrado.linkeddata.es/ecology/ccon#DiversityIndex,species diversity index,diversity index,,,"the effective number of different species that are represented in a collection of individuals, it consists of two components: species richness and species evenness. From http://cerrado.linkeddata.es/ecology/ccon#SpeciesDiversity","It's a quantitative measure that reflects how many different types (such as species) there are in a dataset, and can simultaneously takes into account how evenly the basic units (such as individuals) are distributed among those types.
Source: wikipedia.org"
http://cerrado.linkeddata.es/ecology/ccon#SorensensSimilarityIndex,https://w3id.org/inbio#_000030,Sørensen–dice index,species diversity index,,,,"the effective number of different species that are represented in a collection of individuals, it consists of two components: species richness and species evenness. From http://cerrado.linkeddata.es/ecology/ccon#SpeciesDiversity"
http://cerrado.linkeddata.es/ecology/ccon#SorensensSimilarityIndex,https://w3id.org/inbio#_000030,Sørensen’s similarity coefficient,species diversity index,,,,"the effective number of different species that are represented in a collection of individuals, it consists of two components: species richness and species evenness. From http://cerrado.linkeddata.es/ecology/ccon#SpeciesDiversity"
http://cerrado.linkeddata.es/ecology/ccon#SorensensSimilarityIndex,https://w3id.org/inbio#_000030,sorensen's similarity index,species diversity index,,,,"the effective number of different species that are represented in a collection of individuals, it consists of two components: species richness and species evenness. From http://cerrado.linkeddata.es/ecology/ccon#SpeciesDiversity"
http://cerrado.linkeddata.es/ecology/ccon#SpeciesEvenness,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,species evenness,biodiversity,,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.",Evenness is simply a measure of how similar specie are in their abundances.,"It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org"
http://cerrado.linkeddata.es/ecology/ccon#SpeciesEvenness,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,species evenness,biological diversity,,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.",Evenness is simply a measure of how similar specie are in their abundances.,"It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org"
http://cerrado.linkeddata.es/ecology/ccon#shannonsDiversityIndex,https://w3id.org/inbio#_000030,shannon's diversity index,species diversity index,,,,"the effective number of different species that are represented in a collection of individuals, it consists of two components: species richness and species evenness. From http://cerrado.linkeddata.es/ecology/ccon#SpeciesDiversity"
http://purl.obolibrary.org/obo/NCIT_C122929,http://purl.obolibrary.org/obo/NCIT_C20181,impact,conceptual entity,The effect or consequence of an event or condition.,,,
http://purl.obolibrary.org/obo/NCIT_C20181,http://www.w3.org/2002/07/owl#Thing,conceptual entity,,,,,
http://purl.obolibrary.org/obo/NCIT_C16977,http://purl.obolibrary.org/obo/NCIT_C20181,phenotype,conceptual entity,The assemblage of traits or outward appearance of an individual. It is the product of interactions between genes and between genes and the environment.,,,
http://purl.obolibrary.org/obo/NCIT_C16977,http://purl.obolibrary.org/obo/NCIT_C20181,phenotype,conceptual entity,The observable characteristics in an individual resulting from the expression of genes; the clinical presentation of an individual with a particular genotype.,,,
http://purl.obolibrary.org/obo/NCIT_C25319,http://purl.obolibrary.org/obo/NCIT_C20181,place,conceptual entity,"A bounded physical location which may contain structures. EXAMPLE(S): ambulance, helicopter, manufacturing site, service delivery location, home, emergency department, surgical suite, patient room. NOTE(S): Constraints: Place may be natural or man-made. The geographic position of a place may or may not be constant. Discussion: Places may be work facilities (where relevant acts occur), homes (where people live) or offices (where people work). Places may contain sub-places (floor, room, booth, bed). Places may also be sites that are investigated in the context of health care, social work, public health administration (e.g., buildings, picnic grounds, day care centers, prisons, counties, states, and other focuses of epidemiological events).",,,
http://purl.obolibrary.org/obo/NCIT_C25319,http://purl.obolibrary.org/obo/NCIT_C20181,place,conceptual entity,The particular portion of space occupied by a physical object or intended for a physical object.,,,
http://purl.obolibrary.org/obo/NCIT_C25387,http://purl.obolibrary.org/obo/NCIT_C20181,benefit,conceptual entity,The positive effects of something.,,,
http://purl.obolibrary.org/obo/NCIT_C40098,http://purl.obolibrary.org/obo/NCIT_C20181,taxon,conceptual entity,Ranked categories for the classification of organisms according to their suspected evolutionary relationships.,,,
http://purl.obolibrary.org/obo/NCIT_C42703,http://purl.obolibrary.org/obo/NCIT_C20181,origin,conceptual entity,The place where something begins or comes from in either the sense of a physical location or a metaphysical source.,,,
http://purl.obolibrary.org/obo/NCIT_C43428,http://purl.obolibrary.org/obo/NCIT_C20181,zone,conceptual entity,An area or region distinguished from adjacent parts by a distinctive feature or characteristic.,,,
http://purl.obolibrary.org/obo/NCIT_C43428,http://purl.obolibrary.org/obo/NCIT_C20181,zone,conceptual entity,Specifies the location of a zone on an array. (caMAGE),,,
http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/NCIT_C20181,site,conceptual entity,,,,
https://w3id.org/inbio#_000059,http://purl.obolibrary.org/obo/NCIT_C20181,trait,conceptual entity,"The distinguishing qualities or prominent aspect of a person, object, action, process, or substance.",,,
http://purl.obolibrary.org/obo/NCIT_C25256,https://w3id.org/inbio#_000042,quantity,estimate,How much there is of something that you can measure; the total amount or number.,,,
http://purl.obolibrary.org/obo/NCIT_C16632,https://w3id.org/inbio#_000034,Geographic Area,geographical entity,,An entity or geographic feature that occupies a position in space about which data describing the attributes of the entity and its geographic location are recorded.,,
http://purl.obolibrary.org/obo/NCIT_C171083,https://w3id.org/inbio#_000059,organism characteristic,trait,A characteristic or attribute inherent or inherited to an organism.,"The distinguishing qualities or prominent aspect of a person, object, action, process, or substance.",,
https://w3id.org/inbio#_000054,http://purl.obolibrary.org/obo/BFO_0000040,organism,material entity,"A material entity that is an individual living system, such as animal, plant, bacteria or virus, that is capable of replicating or reproducing, growth and maintenance in the right environment. An organism may be unicellular or made up, like humans, of many billions of cells divided into specialized tissues and organs.",A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
https://w3id.org/inbio#_000054,http://purl.obolibrary.org/obo/BFO_0000040,organism,material entity,"A material entity that is an individual living system, such as animal, plant, bacteria or virus, that is capable of replicating or reproducing, growth and maintenance in the right environment. An organism may be unicellular or made up, like humans, of many billions of cells divided into specialized tissues and organs.",An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
https://w3id.org/inbio#_000054,http://purl.obolibrary.org/obo/BFO_0000040,organism,material entity,"A material entity that is an individual living system, such as animal, plant, bacteria or virus, that is capable of replicating or reproducing, growth and maintenance in the right environment. An organism may be unicellular or made up, like humans, of many billions of cells divided into specialized tissues and organs.",Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
https://w3id.org/inbio#_000054,http://purl.obolibrary.org/obo/BFO_0000040,organism,material entity,"A material entity that is an individual living system, such as animal, plant, bacteria or virus, that is capable of replicating or reproducing, growth and maintenance in the right environment. An organism may be unicellular or made up, like humans, of many billions of cells divided into specialized tissues and organs.",every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/NCIT_C171088,https://w3id.org/inbio#_000059,population group characteristic,trait,A characteristic or attribute of a population group.,"The distinguishing qualities or prominent aspect of a person, object, action, process, or substance.",,
http://purl.obolibrary.org/obo/UBERON_0034768,https://w3id.org/inbio#_000059,morphological feature,trait,A part of an organism or organ that is continuous with its surroundings and distinguished from its surroundings based on morphology.,"The distinguishing qualities or prominent aspect of a person, object, action, process, or substance.",,
https://w3id.org/inbio#_000038,https://w3id.org/inbio#_000059,functional trait,trait,"A trait that strongly influences organismal performance, and that determines its effect on processes and its response to environmental factors","The distinguishing qualities or prominent aspect of a person, object, action, process, or substance.",,
http://purl.obolibrary.org/obo/NCIT_C178428,http://purl.obolibrary.org/obo/NCIT_C16632,urbanized area,Geographic Area,"A delineated geographic area encompassing residential, commercial, and other non-residential urban land uses with a residential population of 50,000 or more people and a density of 1,000 people or more per square mile.",,,
http://purl.obolibrary.org/obo/NCIT_C178430,http://purl.obolibrary.org/obo/NCIT_C16632,rural area,Geographic Area,"A non-urbanized geographic area. ""Rural"" encompasses densely settled small towns with a residential population of less than 2,500 people, more sparsely populated areas, and remote areas.",,,
http://purl.obolibrary.org/obo/NCIT_C25334,http://purl.obolibrary.org/obo/UBERON_0034768,length,morphological feature,"The linear extent in space from one end of something to the other end, or the extent of something from beginning to end.",A part of an organism or organ that is continuous with its surroundings and distinguished from its surroundings based on morphology.,,
http://purl.obolibrary.org/obo/NCIT_C25334,https://w3id.org/inbio#_000038,length,functional trait,"The linear extent in space from one end of something to the other end, or the extent of something from beginning to end.","A trait that strongly influences organismal performance, and that determines its effect on processes and its response to environmental factors",,
http://purl.obolibrary.org/obo/NCIT_C37927,http://purl.obolibrary.org/obo/UBERON_0034768,color,morphological feature,The appearance of objects (or light sources) described in terms of a person's perception of their hue and lightness (or brightness) and saturation.,A part of an organism or organ that is continuous with its surroundings and distinguished from its surroundings based on morphology.,,
http://purl.obolibrary.org/obo/NCIT_C71612,https://w3id.org/inbio#_000038,perimeter,functional trait,The size of something as given by the distance around it.,"A trait that strongly influences organismal performance, and that determines its effect on processes and its response to environmental factors",,
http://purl.obolibrary.org/obo/NCIT_C89276,https://w3id.org/inbio#_000038,endurance,functional trait,The ability to sustain an activity over a period of time.,"A trait that strongly influences organismal performance, and that determines its effect on processes and its response to environmental factors",,
http://purl.obolibrary.org/obo/PATO_0000125,https://w3id.org/inbio#_000038,mass,functional trait,A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.,"A trait that strongly influences organismal performance, and that determines its effect on processes and its response to environmental factors",,
http://purl.obolibrary.org/obo/NCIT_C25345,http://purl.obolibrary.org/obo/UBERON_0034768,width,morphological feature,The extent or measurement of something from side to side.,A part of an organism or organ that is continuous with its surroundings and distinguished from its surroundings based on morphology.,,
http://purl.obolibrary.org/obo/NCIT_C25345,https://w3id.org/inbio#_000038,width,functional trait,The extent or measurement of something from side to side.,"A trait that strongly influences organismal performance, and that determines its effect on processes and its response to environmental factors",,
http://purl.obolibrary.org/obo/NCIT_C25347,http://purl.obolibrary.org/obo/UBERON_0034768,height,morphological feature,The vertical measurement or distance from the base to the top of an object; the vertical dimension of extension.,A part of an organism or organ that is continuous with its surroundings and distinguished from its surroundings based on morphology.,,
http://purl.obolibrary.org/obo/NCIT_C25347,http://purl.obolibrary.org/obo/UBERON_0034768,height,morphological feature,Vertical measurement value.,A part of an organism or organ that is continuous with its surroundings and distinguished from its surroundings based on morphology.,,
http://purl.obolibrary.org/obo/NCIT_C25347,https://w3id.org/inbio#_000038,height,functional trait,The vertical measurement or distance from the base to the top of an object; the vertical dimension of extension.,"A trait that strongly influences organismal performance, and that determines its effect on processes and its response to environmental factors",,
http://purl.obolibrary.org/obo/NCIT_C25347,https://w3id.org/inbio#_000038,height,functional trait,Vertical measurement value.,"A trait that strongly influences organismal performance, and that determines its effect on processes and its response to environmental factors",,
http://purl.obolibrary.org/obo/NCIT_C25472,http://purl.obolibrary.org/obo/NCIT_C25499,cycle,event,"An event or sequence of events that constitute a round or succession of observable phenomena, recurring usually at regular or approximately regular time intervals and in the same sequence.",Something that happens at a given place and time.,,
http://purl.obolibrary.org/obo/UBERON_0000061,http://purl.obolibrary.org/obo/UBERON_0034768,anatomical structure,morphological feature,Material anatomical entity that is a single connected structure with inherent 3D shape generated by coordinated expression of the organism's own genome.,A part of an organism or organ that is continuous with its surroundings and distinguished from its surroundings based on morphology.,,
http://purl.obolibrary.org/obo/NCIT_C47882,https://w3id.org/inbio#_000042,increment,estimate,The amount by which something increases.,,,
http://purl.obolibrary.org/obo/NCIT_C48058,https://w3id.org/inbio#_000079,energy,resource,,"Abiotic environmental factor necessary for survival, growth, and reproduction, such as water, light, mineral nutrients, and various forms of fixed carbon (e.g. plant material or meat).",,
https://w3id.org/inbio#_000012,https://w3id.org/inbio#_000079,nutrient,resource,Various components of food that are required for nourishment.,"Abiotic environmental factor necessary for survival, growth, and reproduction, such as water, light, mineral nutrients, and various forms of fixed carbon (e.g. plant material or meat).",,
http://purl.obolibrary.org/obo/NCIT_C48952,http://purl.obolibrary.org/obo/ENVO_01001785,island,land,A land mass smaller than a continent that is surrounded by water.,A surface layer of an astronomical body which is primarily composed of solid material and is not covered by oceans or other bodies of water.,,
https://w3id.org/inbio#_000060,http://purl.obolibrary.org/obo/ENVO_01001785,continent,land,"A large contiguous landmass that is at least partially surrounded by water, together with any islands on its continental shelf.",A surface layer of an astronomical body which is primarily composed of solid material and is not covered by oceans or other bodies of water.,,
http://purl.obolibrary.org/obo/NCIT_C48956,http://purl.obolibrary.org/obo/NCIT_C16632,section,Geographic Area,A distinct region or subdivision of a territorial or political area or community.,,,
https://w3id.org/inbio#_000083,https://w3id.org/inbio#_000059,compound property,trait,Attribute resulting from a combination of several traits,"The distinguishing qualities or prominent aspect of a person, object, action, process, or substance.",,
http://purl.obolibrary.org/obo/NCIT_C64203,http://purl.obolibrary.org/obo/NCIT_C41129,neighborhood,region,A surrounding or nearby region.,"An area or portion of something with more or less definite boundaries designed or specified according to some established biological, administrative, economic, demographic, etc. criteria.",,
http://purl.obolibrary.org/obo/NCIT_C90395,http://purl.obolibrary.org/obo/NCIT_C88206,housing humidity,humidity,The amount of water vapor in the air of a living space.,A measure of the water vapor content of air.,,
http://purl.obolibrary.org/obo/NCIT_C90395,http://purl.obolibrary.org/obo/NCIT_C88206,housing humidity,humidity,The percentage of ambient moisture of a living space.,A measure of the water vapor content of air.,,
http://purl.obolibrary.org/obo/BFO_0000020,http://purl.obolibrary.org/obo/BFO_0000002,specifically dependent continuant,continuant,A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.,"A continuant is an entity that persists, endures, or continues to exist through time while maintaining its identity. (axiom label in BFO2 Reference: [008-002])",,
http://purl.obolibrary.org/obo/BFO_0000020,http://purl.obolibrary.org/obo/BFO_0000002,specifically dependent continuant,continuant,A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.,"An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.",,
http://purl.obolibrary.org/obo/BFO_0000020,http://purl.obolibrary.org/obo/BFO_0000002,specifically dependent continuant,continuant,A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.,"if b is a continuant and if, for some t, c has_continuant_part b at t, then c is a continuant. (axiom label in BFO2 Reference: [126-001])",,
http://purl.obolibrary.org/obo/BFO_0000020,http://purl.obolibrary.org/obo/BFO_0000002,specifically dependent continuant,continuant,A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.,"if b is a continuant and if, for some t, cis continuant_part of b at t, then c is a continuant. (axiom label in BFO2 Reference: [009-002])",,
http://purl.obolibrary.org/obo/BFO_0000020,http://purl.obolibrary.org/obo/BFO_0000002,specifically dependent continuant,continuant,A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.,"if b is a material entity, then there is some temporal interval (referred to below as a one-dimensional temporal region) during which b exists. (axiom label in BFO2 Reference: [011-002])",,
http://purl.obolibrary.org/obo/BFO_0000031,http://purl.obolibrary.org/obo/BFO_0000002,generically dependent continuant,continuant,A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.,"A continuant is an entity that persists, endures, or continues to exist through time while maintaining its identity. (axiom label in BFO2 Reference: [008-002])",,
http://purl.obolibrary.org/obo/BFO_0000031,http://purl.obolibrary.org/obo/BFO_0000002,generically dependent continuant,continuant,A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.,"An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.",,
http://purl.obolibrary.org/obo/BFO_0000031,http://purl.obolibrary.org/obo/BFO_0000002,generically dependent continuant,continuant,A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.,"if b is a continuant and if, for some t, c has_continuant_part b at t, then c is a continuant. (axiom label in BFO2 Reference: [126-001])",,
http://purl.obolibrary.org/obo/BFO_0000031,http://purl.obolibrary.org/obo/BFO_0000002,generically dependent continuant,continuant,A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.,"if b is a continuant and if, for some t, cis continuant_part of b at t, then c is a continuant. (axiom label in BFO2 Reference: [009-002])",,
http://purl.obolibrary.org/obo/BFO_0000031,http://purl.obolibrary.org/obo/BFO_0000002,generically dependent continuant,continuant,A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.,"if b is a material entity, then there is some temporal interval (referred to below as a one-dimensional temporal region) during which b exists. (axiom label in BFO2 Reference: [011-002])",,
http://purl.obolibrary.org/obo/CHEBI_15377,http://purl.obolibrary.org/obo/ENVO_00010483,water,environmental material,,A portion of environmental material is a fiat object part which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/CHEBI_15377,http://purl.obolibrary.org/obo/ENVO_00010483,water,environmental material,,A portion of environmental material is a fiat object which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_00010483,https://w3id.org/inbio#_000079,environmental material,resource,A portion of environmental material is a fiat object part which forms the medium or part of the medium of an environmental system.,"Abiotic environmental factor necessary for survival, growth, and reproduction, such as water, light, mineral nutrients, and various forms of fixed carbon (e.g. plant material or meat).",,
